row,project_uid,primary_investigator_uid,creation_date,assigned_to
869,882,83,1/14/2016,core
870,883,172,1/26/2016,user prep
871,884,16,1/27/2016,user prep
872,885,91,2/2/2016,user prep
873,886,163,2/2/2016,core
874,887,175,2/2/2016,core
875,888,176,2/2/2016,user prep
876,889,122,2/2/2016,core
877,890,16,2/3/2016,user prep
878,891,177,2/4/2016,user prep
879,892,45,2/5/2016,user prep
880,893,147,2/5/2016,user prep
881,894,15,2/5/2016,
882,895,172,2/5/2016,user prep
883,896,45,2/8/2016,core
884,897,178,2/9/2016,user prep
885,898,174,2/12/2016,core
886,899,168,2/15/2016,core
887,900,179,2/18/2016,core
888,901,147,2/19/2016,user prep
889,902,180,2/22/2016,core
890,903,45,2/25/2016,user prep
891,904,15,2/29/2016,user prep
892,905,172,2/29/2016,user prep
893,906,172,2/29/2016,user prep
894,907,181,3/2/2016,core
895,908,182,3/2/2016,core
896,909,183,3/2/2016,user prep
897,910,184,3/4/2016,core
898,911,108,3/4/2016,core
899,912,147,3/4/2016,user prep
900,913,185,3/7/2016,core
901,914,178,3/8/2016,user prep
902,915,16,3/8/2016,user prep
903,917,174,3/9/2016,core
904,918,33,3/11/2016,user prep
905,919,50,3/11/2016,core
906,920,176,3/16/2016,user prep
907,921,118,3/17/2016,core
908,922,86,3/22/2016,core
909,923,66,3/23/2016,core
910,924,98,3/23/2016,core
911,925,15,3/29/2016,user prep
912,926,4,3/29/2016,core
913,927,168,3/31/2016,core
914,928,186,3/31/2016,core
915,929,15,4/5/2016,
916,930,162,4/6/2016,core
917,931,169,4/7/2016,core
918,932,30,4/7/2016,core
919,933,187,4/8/2016,
920,934,122,4/11/2016,core
921,935,45,4/11/2016,core
922,936,147,4/11/2016,user prep
923,937,175,4/12/2016,core
924,938,181,4/12/2016,core
925,939,147,4/12/2016,user prep
926,940,168,4/13/2016,core
927,941,174,4/14/2016,core
928,942,147,4/14/2016,core
929,943,147,4/14/2016,user prep
930,944,147,4/14/2016,user prep
931,945,15,4/14/2016,user prep
932,946,15,4/18/2016,NULL
933,947,188,4/21/2016,user prep
934,948,66,4/21/2016,core
935,949,186,4/21/2016,core
936,950,15,4/26/2016,user prep
937,951,132,4/29/2016,user prep
938,952,175,4/29/2016,core
939,953,181,4/29/2016,core
940,954,189,5/3/2016,core
941,955,45,5/4/2016,user prep
942,956,190,5/4/2016,user prep
943,957,41,5/5/2016,core
944,958,163,5/9/2016,core
945,959,166,5/12/2016,core
946,960,191,5/12/2016,core
947,961,172,5/13/2016,user prep
948,962,5,5/13/2016,core
949,963,192,5/16/2016,core
950,964,147,5/16/2016,user prep
951,965,168,5/16/2016,core
952,966,98,5/19/2016,core
953,967,193,5/20/2016,user prep
954,968,174,5/23/2016,core
955,969,194,5/25/2016,core
956,970,45,5/25/2016,user prep
957,971,119,5/26/2016,core
958,972,16,5/26/2016,
959,973,23,5/26/2016,core
960,974,196,5/27/2016,
961,975,180,5/27/2016,core
962,976,45,5/31/2016,user prep
963,977,168,6/7/2016,core
964,978,122,6/7/2016,core
965,979,39,6/7/2016,core
966,980,174,6/8/2016,core
967,981,45,6/8/2016,user prep
968,982,139,6/9/2016,core
969,983,197,6/9/2016,core
970,984,186,6/13/2016,core
971,985,176,6/14/2016,user prep
972,986,198,6/16/2016,core
973,987,199,6/16/2016,core
974,988,183,6/20/2016,user prep
975,989,4,6/20/2016,core
976,990,76,6/20/2016,
977,991,178,6/21/2016,user prep
978,992,168,6/22/2016,user prep
979,993,184,6/22/2016,core
980,994,200,6/27/2016,core
981,995,10,6/28/2016,core
982,996,4,6/29/2016,core
983,997,66,7/5/2016,core
984,998,91,7/6/2016,user prep
985,999,132,7/6/2016,user prep
986,1000,176,7/12/2016,user prep
987,1001,199,7/13/2016,core
988,1002,179,7/15/2016,core
989,1003,45,7/18/2016,user prep
990,1004,122,7/19/2016,core
991,1005,66,7/20/2016,core
992,1006,4,7/22/2016,
993,1007,198,7/25/2016,core
994,1008,42,7/25/2016,core
995,1009,201,7/27/2016,core
996,1010,7,7/28/2016,user prep
997,1011,202,7/29/2016,core
998,1012,162,8/2/2016,core
999,1013,4,8/2/2016,user prep
1000,1014,45,8/2/2016,user prep
1001,1015,147,8/3/2016,user prep
1002,1016,190,8/4/2016,core
1003,1017,122,8/10/2016,core
1004,1018,118,8/10/2016,core
1005,1019,113,8/15/2016,core
1006,1020,91,8/16/2016,user prep
1007,1021,91,8/16/2016,user prep
1008,1022,163,8/16/2016,core
1009,1023,77,8/17/2016,core
1010,1024,45,8/17/2016,core
1011,1025,204,8/25/2016,user prep
1012,1026,10,8/29/2016,core
1013,1027,45,9/2/2016,user prep
1014,1028,166,9/6/2016,core
1015,1029,122,9/7/2016,core
1016,1030,205,9/7/2016,user prep
1017,1031,147,9/9/2016,user prep
1018,1032,66,9/9/2016,core
1019,1033,206,9/12/2016,user prep
1020,1034,183,9/13/2016,user prep
1021,1035,183,9/15/2016,user prep
1022,1036,206,9/15/2016,user prep
1023,1037,177,9/15/2016,user prep
1024,1038,207,9/15/2016,core
1025,1039,122,9/19/2016,core
1026,1040,33,9/20/2016,core
1027,1041,91,9/21/2016,user prep
1028,1042,4,9/23/2016,core
1029,1043,45,9/30/2016,core
1030,1044,10,9/30/2016,core
1031,1045,45,10/4/2016,core
1032,1046,118,10/6/2016,core
1033,1047,199,10/6/2016,core
1034,1048,151,10/7/2016,core
1035,1049,4,10/12/2016,core
1036,1050,190,10/13/2016,core
1037,1051,45,10/13/2016,user prep
1038,1052,178,10/13/2016,user prep
1039,1053,163,10/21/2016,core
1040,1054,4,10/24/2016,core
1041,1055,206,10/27/2016,core
1042,1056,151,11/1/2016,core
1043,1057,183,11/1/2016,user prep
1044,1058,122,11/2/2016,core
1045,1059,176,11/2/2016,user prep
1046,1060,122,11/3/2016,core
1047,1061,30,11/3/2016,core
1048,1062,172,11/8/2016,user prep
1049,1063,4,11/9/2016,core
1050,1064,45,11/11/2016,core
1051,1065,45,11/11/2016,
1052,1066,4,11/15/2016,core
1053,1067,91,11/29/2016,user prep
1054,1068,176,11/29/2016,user prep
1055,1069,178,11/30/2016,user prep
1056,1070,190,11/30/2016,user prep
1057,1071,45,12/1/2016,core
1058,1072,45,12/2/2016,core
1059,1073,132,12/9/2016,user prep
1060,1074,168,12/9/2016,core
1061,1075,190,12/9/2016,user prep
1062,1076,209,12/12/2016,user prep
1063,1077,207,12/12/2016,core
1064,1078,168,12/12/2016,core
1065,1079,4,12/13/2016,core
1066,1080,4,12/14/2016,core
1067,1081,210,12/15/2016,core
1068,1082,178,12/20/2016,
1069,1083,207,12/20/2016,user prep
1070,1084,48,12/21/2016,core
1071,1085,7,1/5/2017,user prep
1072,1086,211,1/9/2017,core
1073,1087,7,1/10/2017,user prep
1074,1088,212,1/10/2017,core
1075,1089,45,1/11/2017,NULL
1076,1090,66,1/11/2017,NULL
1077,1091,229,1/12/2017,user prep
1078,1092,190,1/17/2017,core
1079,1093,4,1/17/2017,core
1080,1094,44,1/17/2017,
1081,1095,91,1/25/2017,user prep
1082,1096,30,1/26/2017,core
1083,1097,122,1/31/2017,core
1084,1098,48,2/3/2017,user prep
1085,1099,214,2/8/2017,core
1086,1100,175,2/8/2017,core
1087,1101,176,2/9/2017,user prep
1088,1102,177,2/9/2017,user prep
1089,1103,7,2/14/2017,user prep
1090,1104,90,2/14/2017,core
1091,1105,122,2/14/2017,core
1092,1106,17,2/15/2017,core
1093,1107,4,2/15/2017,core
1094,1108,15,2/15/2017,user prep
1095,1109,113,2/21/2017,core
1096,1110,15,2/21/2017,user prep
1097,1111,207,2/21/2017,user prep
1098,1112,45,2/21/2017,
1099,1113,215,2/24/2017,core
1100,1114,163,2/27/2017,core
1101,1115,45,2/27/2017,user prep
1102,1116,216,3/2/2017,core
1103,1117,7,3/2/2017,user prep
1104,1118,210,3/2/2017,core
1105,1119,214,3/7/2017,core
1106,1120,122,3/15/2017,core
1107,1121,91,3/17/2017,user prep
1108,1122,191,3/17/2017,user prep
1109,1123,190,3/20/2017,core
1110,1124,168,3/21/2017,core
1111,1125,118,3/21/2017,core
1112,1126,4,3/21/2017,core
1113,1127,51,3/22/2017,core
1114,1128,4,3/23/2017,core
1115,1129,79,3/23/2017,core
1116,1130,7,3/23/2017,
1117,1131,229,3/31/2017,NULL
1118,1132,51,4/6/2017,core
1119,1133,4,4/6/2017,core
1120,1134,45,4/7/2017,user prep
1121,1135,44,4/7/2017,core
1122,1136,23,4/11/2017,core
1123,1137,73,4/17/2017,core
1124,1138,217,4/17/2017,core
1125,1139,108,4/18/2017,core
1126,1140,218,4/18/2017,core
1127,1141,45,4/20/2017,user prep
1128,1142,219,4/20/2017,user prep
1129,1143,216,4/20/2017,core
1130,1144,172,4/20/2017,core
1131,1145,7,4/21/2017,user prep
1132,1146,207,4/25/2017,core
1133,1147,190,4/25/2017,core
1134,1148,17,4/25/2017,core
1135,1149,151,4/26/2017,core
1136,1150,200,4/26/2017,core
1137,1151,147,4/28/2017,user prep
1138,1152,220,5/2/2017,core
1139,1153,221,5/2/2017,core
1140,1154,4,5/3/2017,user prep
1141,1155,191,5/4/2017,core
1142,1156,122,5/5/2017,core
1143,1157,229,5/5/2017,user prep
1144,1158,15,5/5/2017,user prep
1145,1159,45,5/8/2017,core
1146,1160,83,5/11/2017,NULL
1147,1161,202,5/11/2017,core
1148,1162,222,5/11/2017,core
1149,1163,119,5/12/2017,core
1150,1164,102,5/12/2017,core
1151,1165,194,5/16/2017,core
1152,1166,211,5/16/2017,core
1153,1167,223,5/18/2017,core
1154,1168,190,5/24/2017,core
1155,1169,216,5/24/2017,core
1156,1170,224,5/25/2017,user prep
1157,1171,122,6/1/2017,core
1158,1172,122,6/1/2017,core
1159,1173,66,6/2/2017,core
1160,1174,229,6/5/2017,NULL
1161,1175,45,6/6/2017,user prep
1162,1176,45,6/6/2017,user prep
1163,1177,15,6/6/2017,user prep
1164,1178,122,6/7/2017,core
1165,1179,217,6/7/2017,core
1166,1180,190,6/7/2017,core
1167,1181,4,6/12/2017,core
1168,1182,176,6/13/2017,user prep
1169,1183,226,6/13/2017,core
1170,1184,15,6/13/2017,
1171,1185,190,6/14/2017,user prep
1172,1186,66,6/15/2017,core
1173,1187,86,6/16/2017,
1174,1188,4,6/20/2017,core
1175,1189,229,6/20/2017,
1176,1190,4,6/22/2017,user prep
1177,1191,113,6/23/2017,core
1178,1192,66,6/23/2017,core
1179,1193,178,6/23/2017,user prep
1180,1194,226,6/26/2017,core
1181,1195,15,6/26/2017,user prep
1182,1196,190,6/27/2017,core
1183,1197,190,7/10/2017,
1184,1198,45,7/10/2017,
1185,1199,202,7/10/2017,core
1186,1200,229,7/11/2017,user prep
1187,1201,191,7/12/2017,core
1188,1202,30,7/13/2017,core
1189,1203,223,7/17/2017,core
1190,1204,190,7/19/2017,core
1191,1205,215,7/21/2017,core
1192,1206,15,7/21/2017,user prep
1193,1207,66,7/21/2017,core
1194,1208,216,7/26/2017,core
1195,1209,15,7/26/2017,
1196,1210,91,8/1/2017,
1197,1211,113,8/1/2017,core
1198,1212,5,8/1/2017,core
1199,1213,66,8/1/2017,core
1200,1214,33,8/1/2017,user prep
1201,1215,7,8/1/2017,NULL
1202,1216,118,8/2/2017,core
1203,1217,91,8/2/2017,core
1204,1218,48,8/4/2017,user prep
1205,1219,33,8/7/2017,user prep
1206,1220,229,8/8/2017,
1207,1221,10,8/10/2017,core
1208,1222,33,8/13/2017,user prep
1209,1223,223,8/13/2017,
1210,1224,172,8/14/2017,
1211,1225,190,8/15/2017,core
1212,1226,15,8/16/2017,
1213,1227,91,8/16/2017,
1214,1228,190,8/17/2017,core
1215,1229,4,8/17/2017,core
1216,1230,4,8/18/2017,user prep
1217,1231,151,8/21/2017,core
1218,1232,50,8/21/2017,core
1219,1233,4,8/22/2017,core
1220,1234,68,8/23/2017,core
1221,1235,83,8/23/2017,NULL
1222,1236,15,8/24/2017,
1223,1237,17,8/25/2017,core
1224,1238,227,8/28/2017,user prep
1225,1239,225,8/30/2017,core
1226,1240,122,8/30/2017,core
1227,1241,4,8/30/2017,core
1228,1242,45,8/31/2017,user prep
1229,1243,228,8/31/2017,core
1230,1244,275,9/5/2017,core
1231,1246,45,9/5/2017,user prep
1232,1247,163,9/5/2017,core
1233,1249,176,9/11/2017,user prep
1234,1250,172,9/12/2017,core
1235,1251,230,9/14/2017,core
1236,1252,228,9/15/2017,core
1237,1253,122,9/15/2017,core
1238,1254,200,9/18/2017,core
1239,1255,228,9/18/2017,core
1240,1256,45,9/19/2017,user prep
1241,1257,119,9/20/2017,core
1242,1258,151,9/20/2017,core
1243,1259,4,9/21/2017,user prep
1244,1260,15,9/22/2017,user prep
1245,1261,156,9/22/2017,user prep
1246,1262,231,9/25/2017,core
1247,1263,16,9/27/2017,user prep
1248,1264,4,9/28/2017,core
1249,1265,50,9/28/2017,core
1250,1266,223,9/29/2017,core
1251,1267,87,9/29/2017,core
1252,1268,91,10/3/2017,core
1253,1269,83,10/3/2017,core
1254,1270,4,10/4/2017,
1255,1271,7,10/5/2017,user prep
1256,1272,190,10/6/2017,user prep
1257,1273,122,10/9/2017,core
1258,1274,227,10/11/2017,user prep
1259,1275,122,10/16/2017,core
1260,1276,178,10/16/2017,user prep
1261,1277,15,10/17/2017,user prep
1262,1279,118,10/20/2017,core
1263,1280,15,10/25/2017,core
1264,1282,91,10/26/2017,core
1265,1284,230,10/27/2017,core
1266,1285,233,10/27/2017,core
1267,1286,15,10/27/2017,user prep
1268,1287,86,10/30/2017,core
1269,1288,176,11/1/2017,user prep
1270,1289,190,11/1/2017,core
1271,1290,202,11/1/2017,core
1272,1291,118,11/2/2017,core
1273,1292,122,11/3/2017,core
1274,1293,178,11/3/2017,user prep
1275,1294,230,11/6/2017,core
1276,1295,15,11/7/2017,user prep
1277,1296,122,11/7/2017,core
1278,1297,188,11/9/2017,user prep
1279,1298,4,11/9/2017,core
1280,1300,190,11/10/2017,user prep
1281,1301,30,11/14/2017,core
1282,1302,91,11/15/2017,core
1283,1303,191,11/21/2017,NULL
1284,1304,113,11/28/2017,core
1285,1305,176,12/5/2017,user prep
1286,1306,190,12/7/2017,user prep
1287,1307,50,12/7/2017,core
1288,1308,163,12/7/2017,core
1289,1309,178,12/7/2017,user prep
1290,1310,176,12/7/2017,user prep
